latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.75,112.25,222.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),shortwave_radiation (W/m²),shortwave_radiation_instant (W/m²),wind_speed_10m (km/h),wind_direction_10m (°)
2024-12-31T00:00,-1.9,0.00,63,11.0,19.3,4.8,318
2024-12-31T00:15,-1.8,0.00,62,39.0,50.5,4.8,318
2024-12-31T00:30,-1.8,0.00,61,79.0,93.3,4.8,318
2024-12-31T00:45,-1.6,0.00,59,121.0,136.5,4.6,315
2024-12-31T01:00,-1.3,0.00,58,162.0,177.9,4.6,315
2024-12-31T01:15,-0.8,0.00,56,201.0,216.7,4.6,315
2024-12-31T01:30,-0.1,0.00,55,239.0,254.3,4.1,315
2024-12-31T01:45,0.7,0.00,52,279.0,293.9,4.1,315
2024-12-31T02:00,1.5,0.00,50,317.0,331.2,3.6,315
2024-12-31T02:15,2.3,0.00,47,352.0,365.4,3.1,315
2024-12-31T02:30,3.3,0.00,43,385.0,397.4,2.3,321
2024-12-31T02:45,4.2,0.00,40,415.0,426.2,1.3,326
2024-12-31T03:00,5.0,0.00,36,443.0,453.0,0.7,360
2024-12-31T03:15,5.7,0.00,32,467.0,475.6,0.5,45
2024-12-31T03:30,6.4,0.00,29,488.0,495.2,0.7,90
2024-12-31T03:45,7.0,0.00,26,505.0,510.7,1.1,90
2024-12-31T04:00,7.5,0.00,23,519.0,523.2,1.5,104
2024-12-31T04:15,7.9,0.00,22,528.0,530.6,1.5,104
2024-12-31T04:30,8.3,0.00,21,533.0,534.0,1.9,112
2024-12-31T04:45,8.6,0.00,20,534.0,533.4,1.9,112
2024-12-31T05:00,9.0,0.00,20,531.0,528.7,2.1,121
2024-12-31T05:15,9.4,0.00,19,525.0,521.1,2.8,130
2024-12-31T05:30,10.0,0.00,19,513.0,507.6,3.8,139
2024-12-31T05:45,10.5,0.00,18,499.0,492.1,4.9,144
2024-12-31T06:00,10.8,0.00,18,481.0,472.6,5.7,145
2024-12-31T06:15,11.0,0.00,18,458.0,448.2,6.3,149
2024-12-31T06:30,11.2,0.00,18,433.0,421.9,6.8,148
2024-12-31T06:45,11.2,0.00,18,404.0,391.8,7.1,150
2024-12-31T07:00,11.3,0.00,18,371.0,357.7,7.4,151
2024-12-31T07:15,11.3,0.00,18,336.0,321.9,7.7,152
2024-12-31T07:30,11.3,0.00,18,298.0,283.2,8.0,153
2024-12-31T07:45,11.3,0.00,19,258.0,242.8,8.0,153
2024-12-31T08:00,11.2,0.00,19,218.0,202.5,8.0,153
2024-12-31T08:15,11.1,0.00,19,177.0,161.5,7.7,152
2024-12-31T08:30,11.0,0.00,20,135.0,120.0,6.9,152
2024-12-31T08:45,10.8,0.00,21,92.0,78.3,6.3,149
2024-12-31T09:00,10.5,0.00,22,52.0,40.5,5.5,148
2024-12-31T09:15,10.2,0.00,25,20.0,11.8,4.4,145
2024-12-31T09:30,9.8,0.00,28,3.0,0.0,3.3,139
2024-12-31T09:45,9.5,0.00,31,0.0,0.0,2.1,121
2024-12-31T10:00,9.1,0.00,33,0.0,0.0,1.4,90
2024-12-31T10:15,8.9,0.00,33,0.0,0.0,1.5,45
2024-12-31T10:30,8.7,0.00,31,0.0,0.0,2.4,27
2024-12-31T10:45,8.4,0.00,30,0.0,0.0,3.0,14
2024-12-31T11:00,8.1,0.00,29,0.0,0.0,3.6,6
2024-12-31T11:15,7.7,0.00,29,0.0,0.0,4.0,360
2024-12-31T11:30,7.2,0.00,30,0.0,0.0,4.0,355
2024-12-31T11:45,6.6,0.00,32,0.0,0.0,3.8,343
2024-12-31T12:00,6.1,0.00,33,0.0,0.0,3.9,338
2024-12-31T12:15,5.5,0.00,35,0.0,0.0,4.0,333
2024-12-31T12:30,5.0,0.00,37,0.0,0.0,4.4,325
2024-12-31T12:45,4.4,0.00,39,0.0,0.0,4.3,318
2024-12-31T13:00,3.9,0.00,41,0.0,0.0,4.6,315
2024-12-31T13:15,3.4,0.00,43,0.0,0.0,4.8,312
2024-12-31T13:30,2.9,0.00,45,0.0,0.0,4.9,306
2024-12-31T13:45,2.5,0.00,46,0.0,0.0,4.9,306
2024-12-31T14:00,2.1,0.00,48,0.0,0.0,5.2,304
2024-12-31T14:15,1.8,0.00,50,0.0,0.0,5.2,304
2024-12-31T14:30,1.4,0.00,51,0.0,0.0,5.5,302
2024-12-31T14:45,1.1,0.00,53,0.0,0.0,5.5,302
2024-12-31T15:00,0.8,0.00,54,0.0,0.0,5.5,302
2024-12-31T15:15,0.6,0.00,55,0.0,0.0,5.5,302
2024-12-31T15:30,0.4,0.00,56,0.0,0.0,5.8,300
2024-12-31T15:45,0.2,0.00,56,0.0,0.0,5.8,300
2024-12-31T16:00,0.0,0.00,57,0.0,0.0,5.8,300
2024-12-31T16:15,-0.1,0.00,58,0.0,0.0,5.8,300
2024-12-31T16:30,-0.3,0.00,58,0.0,0.0,5.6,297
2024-12-31T16:45,-0.4,0.00,59,0.0,0.0,5.5,293
2024-12-31T17:00,-0.5,0.00,59,0.0,0.0,5.5,293
2024-12-31T17:15,-0.5,0.00,58,0.0,0.0,5.5,293
2024-12-31T17:30,-0.5,0.00,57,0.0,0.0,5.5,293
2024-12-31T17:45,-0.5,0.00,56,0.0,0.0,5.8,292
2024-12-31T18:00,-0.5,0.00,56,0.0,0.0,5.8,292
2024-12-31T18:15,-0.6,0.00,57,0.0,0.0,5.8,292
2024-12-31T18:30,-0.7,0.00,58,0.0,0.0,6.2,291
2024-12-31T18:45,-0.8,0.00,59,0.0,0.0,6.0,287
2024-12-31T19:00,-0.9,0.00,60,0.0,0.0,6.0,287
2024-12-31T19:15,-1.0,0.00,61,0.0,0.0,6.0,287
2024-12-31T19:30,-1.1,0.00,62,0.0,0.0,6.0,287
2024-12-31T19:45,-1.2,0.00,62,0.0,0.0,5.6,285
2024-12-31T20:00,-1.2,0.00,63,0.0,0.0,5.6,285
2024-12-31T20:15,-1.3,0.00,64,0.0,0.0,5.6,285
2024-12-31T20:30,-1.4,0.00,65,0.0,0.0,5.6,285
2024-12-31T20:45,-1.5,0.00,66,0.0,0.0,5.5,281
2024-12-31T21:00,-1.5,0.00,67,0.0,0.0,5.5,281
2024-12-31T21:15,-1.6,0.00,68,0.0,0.0,5.5,281
2024-12-31T21:30,-1.7,0.00,68,0.0,0.0,5.9,281
2024-12-31T21:45,-1.7,0.00,69,0.0,0.0,5.8,277
2024-12-31T22:00,-1.8,0.00,69,0.0,0.0,5.8,277
2024-12-31T22:15,-1.8,0.00,69,0.0,0.0,5.8,277
2024-12-31T22:30,-1.9,0.00,70,0.0,0.0,5.8,274
2024-12-31T22:45,-1.9,0.00,70,0.0,0.0,5.8,274
2024-12-31T23:00,-1.9,0.00,70,0.0,0.0,5.8,274
2024-12-31T23:15,-2.0,0.00,70,0.0,0.0,5.8,274
2024-12-31T23:30,-2.0,0.00,71,0.0,0.0,5.8,274
2024-12-31T23:45,-2.0,0.00,71,0.0,0.0,5.8,274
2025-01-01T00:00,-2.0,0.00,71,11.0,19.5,5.8,274
2025-01-01T00:15,-1.9,0.00,71,38.0,49.3,5.8,274
2025-01-01T00:30,-1.8,0.00,70,75.0,88.6,5.8,270
2025-01-01T00:45,-1.6,0.00,69,116.0,130.9,5.4,270
2025-01-01T01:00,-1.2,0.00,67,157.0,172.4,5.4,266
2025-01-01T01:15,-0.6,0.00,65,196.0,211.4,5.1,266
2025-01-01T01:30,0.2,0.00,62,234.0,249.0,5.1,262
2025-01-01T01:45,1.1,0.00,59,274.0,288.7,4.7,261
2025-01-01T02:00,2.2,0.00,56,312.0,326.0,4.5,256
2025-01-01T02:15,3.5,0.00,52,347.0,360.2,4.2,250
2025-01-01T02:30,5.1,0.00,48,380.0,392.2,3.7,241
2025-01-01T02:45,6.7,0.00,44,411.0,422.1,3.4,238
2025-01-01T03:00,7.9,0.00,40,438.0,447.9,3.6,233
2025-01-01T03:15,8.8,0.00,36,462.0,470.6,4.1,232
2025-01-01T03:30,9.4,0.00,33,482.0,489.2,4.7,238
2025-01-01T03:45,9.9,0.00,29,499.0,504.7,5.8,240
2025-01-01T04:00,10.4,0.00,27,513.0,517.2,6.4,243
2025-01-01T04:15,11.0,0.00,26,523.0,525.6,7.4,247
2025-01-01T04:30,11.5,0.00,25,529.0,530.0,8.3,252
2025-01-01T04:45,12.1,0.00,25,530.0,529.4,8.9,256
2025-01-01T05:00,12.6,0.00,25,527.0,524.8,9.5,259
2025-01-01T05:15,13.0,0.00,24,521.0,517.2,9.8,264
2025-01-01T05:30,13.4,0.00,23,510.0,504.7,9.4,268
2025-01-01T05:45,13.7,0.00,23,495.0,488.2,9.4,272
2025-01-01T06:00,14.0,0.00,22,476.0,467.7,9.4,277
2025-01-01T06:15,14.2,0.00,22,454.0,444.4,9.5,279
2025-01-01T06:30,14.4,0.00,21,428.0,417.1,9.8,278
2025-01-01T06:45,14.5,0.00,21,399.0,387.0,10.2,278
2025-01-01T07:00,14.5,0.00,21,366.0,353.0,10.2,278
2025-01-01T07:15,14.5,0.00,21,332.0,318.1,10.2,278
2025-01-01T07:30,14.4,0.00,21,294.0,279.5,10.2,278
2025-01-01T07:45,14.3,0.00,21,254.0,239.1,10.2,278
2025-01-01T08:00,14.1,0.00,21,215.0,199.8,9.8,278
2025-01-01T08:15,13.9,0.00,21,174.0,158.9,9.4,277
2025-01-01T08:30,13.6,0.00,21,132.0,117.5,8.7,275
2025-01-01T08:45,13.3,0.00,22,90.0,76.8,7.6,273
2025-01-01T09:00,12.9,0.00,23,50.0,39.2,6.8,270
2025-01-01T09:15,12.3,0.00,25,20.0,12.1,5.8,266
2025-01-01T09:30,11.6,0.00,27,3.0,0.0,4.8,257
2025-01-01T09:45,11.0,0.00,30,0.0,0.0,3.9,248
2025-01-01T10:00,10.3,0.00,32,0.0,0.0,3.4,238
2025-01-01T10:15,9.8,0.00,35,0.0,0.0,2.9,240
2025-01-01T10:30,9.2,0.00,37,0.0,0.0,2.7,247
2025-01-01T10:45,8.7,0.00,40,0.0,0.0,2.5,262
2025-01-01T11:00,8.4,0.00,42,0.0,0.0,2.5,270
2025-01-01T11:15,8.2,0.00,43,0.0,0.0,2.2,279
2025-01-01T11:30,8.1,0.00,44,0.0,0.0,1.8,307
2025-01-01T11:45,8.1,0.00,44,0.0,0.0,1.6,333
2025-01-01T12:00,8.0,0.00,44,0.0,0.0,1.8,349
2025-01-01T12:15,7.8,0.00,45,0.0,0.0,1.8,349
2025-01-01T12:30,7.6,0.00,45,0.0,0.0,1.8,349
2025-01-01T12:45,7.4,0.00,46,0.0,0.0,1.9,338
2025-01-01T13:00,7.2,0.00,46,0.0,0.0,1.9,338
2025-01-01T13:15,7.1,0.00,46,0.0,0.0,1.9,338
2025-01-01T13:30,7.0,0.00,46,0.0,0.0,2.2,351
2025-01-01T13:45,6.9,0.00,45,0.0,0.0,2.2,351
2025-01-01T14:00,6.8,0.00,45,0.0,0.0,2.2,360
2025-01-01T14:15,6.6,0.00,44,0.0,0.0,2.2,360
2025-01-01T14:30,6.5,0.00,43,0.0,0.0,2.2,9
2025-01-01T14:45,6.4,0.00,43,0.0,0.0,2.2,9
2025-01-01T15:00,6.2,0.00,42,0.0,0.0,2.2,9
2025-01-01T15:15,6.1,0.00,42,0.0,0.0,2.5,8
2025-01-01T15:30,6.0,0.00,42,0.0,0.0,2.9,360
2025-01-01T15:45,5.9,0.00,42,0.0,0.0,2.9,353
2025-01-01T16:00,5.7,0.00,42,0.0,0.0,3.3,347
2025-01-01T16:15,5.4,0.00,42,0.0,0.0,3.4,342
2025-01-01T16:30,5.0,0.00,43,0.0,0.0,3.5,336
2025-01-01T16:45,4.7,0.00,44,0.0,0.0,3.7,331
2025-01-01T17:00,4.2,0.00,45,0.0,0.0,3.9,326
2025-01-01T17:15,3.7,0.00,47,0.0,0.0,3.9,326
2025-01-01T17:30,3.2,0.00,49,0.0,0.0,4.1,322
2025-01-01T17:45,2.6,0.00,52,0.0,0.0,3.8,319
2025-01-01T18:00,2.2,0.00,54,0.0,0.0,3.8,319
2025-01-01T18:15,1.8,0.00,56,0.0,0.0,4.1,315
2025-01-01T18:30,1.6,0.00,58,0.0,0.0,4.1,315
2025-01-01T18:45,1.3,0.00,59,0.0,0.0,4.1,308
2025-01-01T19:00,1.1,0.00,61,0.0,0.0,4.1,308
2025-01-01T19:15,0.8,0.00,63,0.0,0.0,4.1,308
2025-01-01T19:30,0.6,0.00,64,0.0,0.0,4.1,308
2025-01-01T19:45,0.3,0.00,66,0.0,0.0,3.6,307
2025-01-01T20:00,0.1,0.00,67,0.0,0.0,3.6,307
2025-01-01T20:15,-0.0,0.00,68,0.0,0.0,3.6,307
2025-01-01T20:30,-0.2,0.00,69,0.0,0.0,3.7,299
2025-01-01T20:45,-0.3,0.00,69,0.0,0.0,3.7,299
2025-01-01T21:00,-0.4,0.00,70,0.0,0.0,3.7,299
2025-01-01T21:15,-0.5,0.00,71,0.0,0.0,3.7,299
2025-01-01T21:30,-0.6,0.00,71,0.0,0.0,3.7,299
2025-01-01T21:45,-0.6,0.00,72,0.0,0.0,3.6,307
2025-01-01T22:00,-0.6,0.00,72,0.0,0.0,3.6,307
2025-01-01T22:15,-0.5,0.00,71,0.0,0.0,3.3,311
2025-01-01T22:30,-0.4,0.00,70,0.0,0.0,3.3,311
2025-01-01T22:45,-0.2,0.00,69,0.0,0.0,3.3,319
2025-01-01T23:00,-0.1,0.00,68,0.0,0.0,3.1,324
2025-01-01T23:15,-0.1,0.00,68,0.0,0.0,3.2,333
2025-01-01T23:30,-0.1,0.00,68,0.0,0.0,3.5,336
2025-01-01T23:45,-0.1,0.00,68,0.0,0.0,3.8,343
2025-01-02T00:00,0.0,0.00,68,6.0,10.7,3.8,343
2025-01-02T00:15,0.2,0.00,67,20.0,26.0,3.8,343
2025-01-02T00:30,0.4,0.00,66,40.0,47.3,3.4,342
2025-01-02T00:45,0.6,0.00,65,62.0,70.0,3.4,342
2025-01-02T01:00,0.9,0.00,64,83.0,91.2,3.1,339
2025-01-02T01:15,1.2,0.00,63,103.0,111.1,3.0,346
2025-01-02T01:30,1.6,0.00,61,123.0,130.9,2.9,360
2025-01-02T01:45,2.1,0.00,60,141.0,148.6,2.6,16
2025-01-02T02:00,2.5,0.00,58,155.0,162.0,2.7,23
2025-01-02T02:15,2.8,0.00,56,168.0,174.4,2.6,34
2025-01-02T02:30,3.2,0.00,54,184.0,189.9,2.6,34
2025-01-02T02:45,3.5,0.00,52,213.0,218.8,2.3,39
2025-01-02T03:00,3.9,0.00,50,259.0,264.9,2.3,51
2025-01-02T03:15,4.4,0.00,47,311.0,316.8,2.4,63
2025-01-02T03:30,4.9,0.00,43,359.0,364.4,2.7,67
2025-01-02T03:45,5.4,0.00,40,391.0,395.5,3.0,76
2025-01-02T04:00,5.9,0.00,37,405.0,408.3,3.3,77
2025-01-02T04:15,6.3,0.00,35,411.0,413.1,3.7,79
2025-01-02T04:30,6.6,0.00,34,415.0,415.8,4.4,81
2025-01-02T04:45,6.9,0.00,33,421.0,420.6,4.7,81
2025-01-02T05:00,7.1,0.00,32,429.0,427.3,5.4,82
2025-01-02T05:15,7.2,0.00,32,435.0,431.9,6.1,87
2025-01-02T05:30,7.2,0.00,32,438.0,433.5,6.8,90
2025-01-02T05:45,7.2,0.00,33,437.0,431.0,7.6,93
2025-01-02T06:00,7.2,0.00,33,433.0,425.6,8.0,95
2025-01-02T06:15,7.3,0.00,33,426.0,417.1,8.4,97
2025-01-02T06:30,7.5,0.00,33,412.0,401.6,8.8,99
2025-01-02T06:45,7.7,0.00,32,389.0,377.4,9.2,101
2025-01-02T07:00,7.8,0.00,32,361.0,348.3,9.2,101
2025-01-02T07:15,7.8,0.00,32,328.0,314.4,8.8,102
2025-01-02T07:30,7.8,0.00,31,292.0,277.7,8.5,102
2025-01-02T07:45,7.7,0.00,31,252.0,237.4,8.0,100
2025-01-02T08:00,7.6,0.00,31,213.0,198.1,7.7,101
2025-01-02T08:15,7.5,0.00,31,173.0,158.2,7.3,101
2025-01-02T08:30,7.4,0.00,32,133.0,118.6,7.3,99
2025-01-02T08:45,7.2,0.00,33,91.0,77.8,6.9,99
2025-01-02T09:00,7.0,0.00,34,51.0,40.2,6.5,96
2025-01-02T09:15,6.7,0.00,36,22.0,13.7,5.8,97
2025-01-02T09:30,6.3,0.00,38,4.0,0.0,5.1,94
2025-01-02T09:45,5.9,0.00,40,0.0,0.0,4.3,95
2025-01-02T10:00,5.6,0.00,42,0.0,0.0,3.6,90
2025-01-02T10:15,5.3,0.00,44,0.0,0.0,2.9,83
2025-01-02T10:30,5.1,0.00,46,0.0,0.0,2.5,82
2025-01-02T10:45,4.8,0.00,47,0.0,0.0,2.3,72
2025-01-02T11:00,4.5,0.00,49,0.0,0.0,2.1,59
2025-01-02T11:15,4.1,0.00,50,0.0,0.0,2.0,45
2025-01-02T11:30,3.6,0.00,52,0.0,0.0,2.6,34
2025-01-02T11:45,3.2,0.00,53,0.0,0.0,2.7,23
2025-01-02T12:00,2.8,0.00,54,0.0,0.0,3.1,21
2025-01-02T12:15,2.5,0.00,55,0.0,0.0,3.1,21
2025-01-02T12:30,2.3,0.00,56,0.0,0.0,3.0,14
2025-01-02T12:45,2.1,0.00,56,0.0,0.0,3.0,14
2025-01-02T13:00,1.9,0.00,57,0.0,0.0,3.0,14
2025-01-02T13:15,1.8,0.00,58,0.0,0.0,3.0,14
2025-01-02T13:30,1.6,0.00,58,0.0,0.0,3.0,14
2025-01-02T13:45,1.5,0.00,59,0.0,0.0,3.0,14
2025-01-02T14:00,1.4,0.00,59,0.0,0.0,3.0,14
2025-01-02T14:15,1.3,0.00,59,0.0,0.0,2.9,7
2025-01-02T14:30,1.3,0.00,59,0.0,0.0,2.5,8
2025-01-02T14:45,1.3,0.00,59,0.0,0.0,2.2,360
2025-01-02T15:00,1.2,0.00,59,0.0,0.0,2.2,351
2025-01-02T15:15,1.2,0.00,59,0.0,0.0,2.3,342
2025-01-02T15:30,1.1,0.00,59,0.0,0.0,2.7,337
2025-01-02T15:45,1.1,0.00,59,0.0,0.0,2.7,337
2025-01-02T16:00,1.0,0.00,59,0.0,0.0,2.9,330
2025-01-02T16:15,0.8,0.00,60,0.0,0.0,2.9,330
2025-01-02T16:30,0.6,0.00,61,0.0,0.0,2.8,320
2025-01-02T16:45,0.4,0.00,62,0.0,0.0,2.5,315
2025-01-02T17:00,0.2,0.00,63,0.0,0.0,2.5,315
2025-01-02T17:15,-0.0,0.00,64,0.0,0.0,2.5,315
2025-01-02T17:30,-0.3,0.00,64,0.0,0.0,2.8,310
2025-01-02T17:45,-0.6,0.00,64,0.0,0.0,3.1,315
2025-01-02T18:00,-0.8,0.00,65,0.0,0.0,3.1,315
2025-01-02T18:15,-1.0,0.00,66,0.0,0.0,3.1,315
2025-01-02T18:30,-1.1,0.00,67,0.0,0.0,3.1,315
2025-01-02T18:45,-1.3,0.00,67,0.0,0.0,3.1,315
2025-01-02T19:00,-1.4,0.00,68,0.0,0.0,3.1,315
2025-01-02T19:15,-1.5,0.00,69,0.0,0.0,3.1,315
2025-01-02T19:30,-1.5,0.00,69,0.0,0.0,3.1,324
2025-01-02T19:45,-1.6,0.00,70,0.0,0.0,2.9,330
2025-01-02T20:00,-1.7,0.00,70,0.0,0.0,2.9,330
2025-01-02T20:15,-1.8,0.00,71,0.0,0.0,2.9,330
2025-01-02T20:30,-1.9,0.00,71,0.0,0.0,2.9,330
2025-01-02T20:45,-2.0,0.00,72,0.0,0.0,3.1,324
2025-01-02T21:00,-2.1,0.00,72,0.0,0.0,3.1,324
2025-01-02T21:15,-2.2,0.00,73,0.0,0.0,3.1,324
2025-01-02T21:30,-2.3,0.00,73,0.0,0.0,3.1,315
2025-01-02T21:45,-2.4,0.00,74,0.0,0.0,3.1,306
2025-01-02T22:00,-2.5,0.00,74,0.0,0.0,3.1,306
2025-01-02T22:15,-2.6,0.00,74,0.0,0.0,3.1,306
2025-01-02T22:30,-2.7,0.00,74,0.0,0.0,3.2,297
2025-01-02T22:45,-2.7,0.00,74,0.0,0.0,3.2,297
2025-01-02T23:00,-2.8,0.00,74,0.0,0.0,3.2,297
2025-01-02T23:15,-2.8,0.00,74,0.0,0.0,3.2,297
2025-01-02T23:30,-2.9,0.00,74,0.0,0.0,2.9,300
2025-01-02T23:45,-2.9,0.00,74,0.0,0.0,2.8,310
2025-01-03T00:00,-2.9,0.00,74,10.0,18.0,2.8,310
2025-01-03T00:15,-3.0,0.00,74,37.0,48.2,2.8,310
2025-01-03T00:30,-3.1,0.00,75,74.0,87.6,3.1,306
2025-01-03T00:45,-3.1,0.00,75,113.0,127.6,3.1,306
2025-01-03T01:00,-3.0,0.00,75,154.0,169.2,3.1,306
2025-01-03T01:15,-2.6,0.00,74,191.0,206.1,2.8,310
2025-01-03T01:30,-2.1,0.00,73,230.0,244.9,2.5,315
2025-01-03T01:45,-1.5,0.00,71,269.0,283.5,2.0,315
2025-01-03T02:00,-0.8,0.00,68,307.0,320.9,1.8,323
2025-01-03T02:15,0.0,0.00,64,342.0,355.1,1.1,342
2025-01-03T02:30,1.0,0.00,58,375.0,387.1,1.1,18
2025-01-03T02:45,1.9,0.00,52,403.0,414.0,1.0,45
2025-01-03T03:00,2.6,0.00,48,424.0,433.7,1.5,76
2025-01-03T03:15,3.2,0.00,45,441.0,449.3,1.8,79
2025-01-03T03:30,3.6,0.00,44,455.0,461.8,2.2,90
2025-01-03T03:45,4.0,0.00,42,469.0,474.4,2.5,90
2025-01-03T04:00,4.4,0.00,41,484.0,488.0,2.9,90
2025-01-03T04:15,4.8,0.00,40,496.0,498.6,3.2,90
2025-01-03T04:30,5.1,0.00,39,501.0,502.1,3.6,90
2025-01-03T04:45,5.4,0.00,38,495.0,494.6,4.0,90
2025-01-03T05:00,5.8,0.00,37,479.0,477.1,4.0,90
2025-01-03T05:15,6.1,0.00,36,456.0,452.8,4.0,85
2025-01-03T05:30,6.4,0.00,35,432.0,427.6,3.6,84
2025-01-03T05:45,6.7,0.00,34,412.0,406.4,3.3,77
2025-01-03T06:00,7.0,0.00,33,395.0,388.3,3.4,72
2025-01-03T06:15,7.1,0.00,33,377.0,369.1,3.5,66
2025-01-03T06:30,7.3,0.00,32,356.0,347.1,3.7,61
2025-01-03T06:45,7.3,0.00,32,327.0,317.3,3.9,56
2025-01-03T07:00,7.4,0.00,32,294.0,283.7,4.4,55
2025-01-03T07:15,7.4,0.00,32,258.0,247.4,4.7,58
2025-01-03T07:30,7.4,0.00,32,224.0,213.1,5.5,58
2025-01-03T07:45,7.4,0.00,32,191.0,180.0,5.6,63
2025-01-03T08:00,7.3,0.00,32,161.0,149.9,6.0,65
2025-01-03T08:15,7.3,0.00,32,131.0,119.9,5.8,68
2025-01-03T08:30,7.2,0.00,32,101.0,90.2,5.7,72
2025-01-03T08:45,7.0,0.00,32,69.0,59.2,5.6,75
2025-01-03T09:00,6.9,0.00,33,40.0,31.7,5.1,82
2025-01-03T09:15,6.6,0.00,35,17.0,10.8,4.7,90
2025-01-03T09:30,6.4,0.00,37,3.0,0.0,4.0,100
2025-01-03T09:45,6.1,0.00,40,0.0,0.0,3.4,108
2025-01-03T10:00,5.7,0.00,42,0.0,0.0,3.1,126
2025-01-03T10:15,5.4,0.00,44,0.0,0.0,2.6,146
2025-01-03T10:30,5.0,0.00,45,0.0,0.0,2.9,173
2025-01-03T10:45,4.6,0.00,47,0.0,0.0,3.4,198
2025-01-03T11:00,4.3,0.00,48,0.0,0.0,3.7,209
2025-01-03T11:15,4.0,0.00,49,0.0,0.0,3.6,217
2025-01-03T11:30,3.6,0.00,50,0.0,0.0,3.6,225
2025-01-03T11:45,3.3,0.00,52,0.0,0.0,3.1,234
2025-01-03T12:00,3.0,0.00,53,0.0,0.0,3.2,243
2025-01-03T12:15,2.7,0.00,55,0.0,0.0,3.4,252
2025-01-03T12:30,2.3,0.00,56,0.0,0.0,3.8,253
2025-01-03T12:45,2.0,0.00,58,0.0,0.0,3.7,259
2025-01-03T13:00,1.7,0.00,60,0.0,0.0,4.0,260
2025-01-03T13:15,1.4,0.00,62,0.0,0.0,4.0,265
2025-01-03T13:30,1.0,0.00,64,0.0,0.0,4.3,265
2025-01-03T13:45,0.7,0.00,65,0.0,0.0,4.3,270
2025-01-03T14:00,0.5,0.00,67,0.0,0.0,4.3,270
2025-01-03T14:15,0.2,0.00,69,0.0,0.0,4.3,270
2025-01-03T14:30,0.0,0.00,70,0.0,0.0,4.3,275
2025-01-03T14:45,-0.2,0.00,72,0.0,0.0,4.3,275
2025-01-03T15:00,-0.3,0.00,73,0.0,0.0,4.3,275
2025-01-03T15:15,-0.5,0.00,74,0.0,0.0,4.3,270
2025-01-03T15:30,-0.6,0.00,75,0.0,0.0,4.3,270
2025-01-03T15:45,-0.7,0.00,76,0.0,0.0,4.7,266
2025-01-03T16:00,-0.8,0.00,77,0.0,0.0,4.7,261
2025-01-03T16:15,-0.9,0.00,78,0.0,0.0,4.7,261
2025-01-03T16:30,-1.0,0.00,78,0.0,0.0,5.1,262
2025-01-03T16:45,-1.0,0.00,78,0.0,0.0,5.1,262
2025-01-03T17:00,-1.0,0.00,78,0.0,0.0,5.1,262
2025-01-03T17:15,-0.9,0.00,77,0.0,0.0,5.1,262
2025-01-03T17:30,-0.7,0.00,75,0.0,0.0,5.2,258
2025-01-03T17:45,-0.5,0.00,74,0.0,0.0,5.2,258
2025-01-03T18:00,-0.3,0.00,72,0.0,0.0,5.2,254
2025-01-03T18:15,-0.3,0.00,71,0.0,0.0,5.4,250
2025-01-03T18:30,-0.2,0.00,70,0.0,0.0,5.7,252
2025-01-03T18:45,-0.2,0.00,69,0.0,0.0,6.2,249
2025-01-03T19:00,-0.2,0.00,67,0.0,0.0,6.2,249
2025-01-03T19:15,-0.2,0.00,65,0.0,0.0,6.2,249
2025-01-03T19:30,-0.1,0.00,62,0.0,0.0,6.2,249
2025-01-03T19:45,-0.1,0.00,59,0.0,0.0,5.7,252
2025-01-03T20:00,-0.1,0.00,57,0.0,0.0,5.7,252
2025-01-03T20:15,-0.1,0.00,55,0.0,0.0,5.7,252
2025-01-03T20:30,-0.2,0.00,54,0.0,0.0,5.8,248
2025-01-03T20:45,-0.2,0.00,53,0.0,0.0,6.2,249
2025-01-03T21:00,-0.3,0.00,52,0.0,0.0,6.2,249
2025-01-03T21:15,-0.3,0.00,51,0.0,0.0,6.2,249
2025-01-03T21:30,-0.3,0.00,51,0.0,0.0,6.2,249
2025-01-03T21:45,-0.4,0.00,50,0.0,0.0,6.0,253
2025-01-03T22:00,-0.4,0.00,50,0.0,0.0,6.0,253
2025-01-03T22:15,-0.4,0.00,50,0.0,0.0,6.0,253
2025-01-03T22:30,-0.4,0.00,50,0.0,0.0,5.9,256
2025-01-03T22:45,-0.4,0.00,51,0.0,0.0,5.9,259
2025-01-03T23:00,-0.4,0.00,51,0.0,0.0,5.9,259
2025-01-03T23:15,-0.5,0.00,51,0.0,0.0,5.9,259
2025-01-03T23:30,-0.6,0.00,51,0.0,0.0,5.8,263
2025-01-03T23:45,-0.7,0.00,50,0.0,0.0,6.2,263
2025-01-04T00:00,-0.6,0.00,50,9.0,16.3,6.2,263
2025-01-04T00:15,-0.5,0.00,50,31.0,40.4,6.2,263
2025-01-04T00:30,-0.3,0.00,49,60.0,71.0,6.6,261
2025-01-04T00:45,-0.0,0.00,48,91.0,102.8,6.6,257
2025-01-04T01:00,0.4,0.00,47,123.0,135.2,6.7,254
2025-01-04T01:15,1.1,0.00,45,154.0,166.2,6.8,252
2025-01-04T01:30,1.9,0.00,43,187.0,199.1,6.6,248
