latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.75,112.25,222.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),shortwave_radiation (W/m²),shortwave_radiation_instant (W/m²),wind_speed_10m (km/h),wind_direction_10m (°)
2025-02-10T15:30,3.2,0.00,48,0.0,0.0,4.5,14
2025-02-10T15:45,3.1,0.00,49,0.0,0.0,4.1,15
2025-02-10T16:00,3.0,0.00,49,0.0,0.0,4.0,10
2025-02-10T16:15,2.9,0.00,50,0.0,0.0,4.0,5
2025-02-10T16:30,2.7,0.00,51,0.0,0.0,3.6,6
2025-02-10T16:45,2.5,0.00,52,0.0,0.0,3.6,360
2025-02-10T17:00,2.4,0.00,52,0.0,0.0,3.6,360
2025-02-10T17:15,2.4,0.00,52,0.0,0.0,3.6,360
2025-02-10T17:30,2.5,0.00,51,0.0,0.0,3.3,6
2025-02-10T17:45,2.6,0.00,50,0.0,0.0,3.3,13
2025-02-10T18:00,2.6,0.00,49,0.0,0.0,3.3,13
2025-02-10T18:15,2.6,0.00,49,0.0,0.0,3.3,13
2025-02-10T18:30,2.5,0.00,50,0.0,0.0,3.3,6
2025-02-10T18:45,2.5,0.00,50,0.0,0.0,3.2,360
2025-02-10T19:00,2.4,0.00,51,0.0,0.0,3.3,354
2025-02-10T19:15,2.3,0.00,52,0.0,0.0,3.3,354
2025-02-10T19:30,2.2,0.00,52,0.0,0.0,3.0,346
2025-02-10T19:45,2.1,0.00,53,0.0,0.0,2.6,344
2025-02-10T20:00,2.0,0.00,53,0.0,0.0,2.6,344
2025-02-10T20:15,1.9,0.00,53,0.0,0.0,2.6,344
2025-02-10T20:30,1.8,0.00,53,0.0,0.0,2.6,344
2025-02-10T20:45,1.7,0.00,54,0.0,0.0,3.0,346
2025-02-10T21:00,1.6,0.00,54,0.0,0.0,3.0,346
2025-02-10T21:15,1.4,0.00,55,0.0,0.0,3.3,347
2025-02-10T21:30,1.2,0.00,56,0.0,0.0,3.4,342
2025-02-10T21:45,0.9,0.00,57,0.0,0.0,3.8,343
2025-02-10T22:00,0.7,0.00,58,0.0,0.0,3.9,338
2025-02-10T22:15,0.5,0.00,59,0.0,0.0,4.0,333
2025-02-10T22:30,0.4,0.00,61,0.0,0.0,3.7,331
2025-02-10T22:45,0.2,0.00,62,0.0,0.0,3.9,326
2025-02-10T23:00,0.1,0.00,63,0.0,0.0,3.9,326
2025-02-10T23:15,0.0,0.00,64,0.0,0.0,4.4,325
2025-02-10T23:30,-0.1,0.00,64,0.0,0.0,4.7,328
2025-02-10T23:45,-0.1,0.00,64,13.0,20.7,5.2,326
2025-02-11T00:00,-0.1,0.00,64,33.0,41.8,5.2,326
2025-02-11T00:15,-0.0,0.00,64,59.0,69.1,5.2,326
2025-02-11T00:30,0.1,0.00,64,88.0,98.9,4.7,328
2025-02-11T00:45,0.2,0.00,64,116.0,127.2,4.4,325
2025-02-11T01:00,0.5,0.00,63,140.0,150.9,4.1,322
2025-02-11T01:15,1.0,0.00,62,162.0,172.5,3.8,311
2025-02-11T01:30,1.6,0.00,61,182.0,191.9,4.2,301
2025-02-11T01:45,2.2,0.00,59,199.0,208.2,4.2,290
2025-02-11T02:00,2.8,0.00,57,213.0,221.5,4.4,279
2025-02-11T02:15,3.3,0.00,55,225.0,232.7,4.3,270
2025-02-11T02:30,3.9,0.00,52,238.0,245.0,4.0,265
2025-02-11T02:45,4.4,0.00,50,258.0,264.5,3.3,257
2025-02-11T03:00,4.9,0.00,47,286.0,292.1,3.1,249
2025-02-11T03:15,5.3,0.00,45,319.0,324.7,2.4,243
2025-02-11T03:30,5.8,0.00,42,351.0,356.2,1.8,233
2025-02-11T03:45,6.2,0.00,40,378.0,382.4,1.3,214
2025-02-11T04:00,6.6,0.00,38,401.0,404.6,0.7,180
2025-02-11T04:15,7.1,0.00,37,420.0,422.6,0.8,153
2025-02-11T04:30,7.5,0.00,36,435.0,436.5,0.8,117
2025-02-11T04:45,7.9,0.00,35,444.0,444.4,1.1,90
2025-02-11T05:00,8.0,0.00,35,451.0,450.2,1.1,72
2025-02-11T05:15,7.9,0.00,36,452.0,450.1,1.5,45
2025-02-11T05:30,7.4,0.00,38,441.0,437.9,1.9,22
2025-02-11T05:45,7.0,0.00,40,411.0,407.0,2.5,8
2025-02-11T06:00,6.8,0.00,41,357.0,352.5,3.3,354
2025-02-11T06:15,6.8,0.00,41,296.0,291.4,4.2,340
2025-02-11T06:30,7.0,0.00,41,246.0,241.4,5.3,332
2025-02-11T06:45,7.3,0.00,40,222.0,217.1,6.5,326
2025-02-11T07:00,7.5,0.00,40,221.0,215.3,7.7,323
2025-02-11T07:15,7.6,0.00,40,226.0,219.2,8.4,320
2025-02-11T07:30,7.7,0.00,39,227.0,219.1,9.2,318
2025-02-11T07:45,7.8,0.00,39,216.0,207.3,9.4,317
2025-02-11T08:00,7.9,0.00,39,198.0,188.7,10.2,315
2025-02-11T08:15,8.0,0.00,39,176.0,166.3,10.9,314
2025-02-11T08:30,8.1,0.00,38,153.0,143.0,12.0,311
2025-02-11T08:45,8.2,0.00,38,128.0,118.0,12.8,310
2025-02-11T09:00,8.3,0.00,39,102.0,92.2,13.0,309
2025-02-11T09:15,8.2,0.00,40,76.0,66.6,12.8,308
2025-02-11T09:30,8.1,0.00,42,53.0,44.0,12.4,306
2025-02-11T09:45,7.9,0.00,44,34.0,25.1,12.0,303
2025-02-11T10:00,7.7,0.00,47,16.0,6.9,11.1,299
2025-02-11T10:15,7.5,0.00,50,1.0,0.0,10.6,294
2025-02-11T10:30,7.3,0.00,54,0.0,0.0,9.9,289
2025-02-11T10:45,7.1,0.00,57,0.0,0.0,9.6,283
2025-02-11T11:00,6.8,0.00,60,0.0,0.0,9.1,277
2025-02-11T11:15,6.6,0.00,62,0.0,0.0,8.6,272
2025-02-11T11:30,6.3,0.00,63,0.0,0.0,8.6,270
2025-02-11T11:45,6.1,0.00,63,0.0,0.0,8.3,270
2025-02-11T12:00,5.8,0.00,63,0.0,0.0,8.3,268
2025-02-11T12:15,5.6,0.00,63,0.0,0.0,8.3,268
2025-02-11T12:30,5.5,0.00,62,0.0,0.0,8.7,265
2025-02-11T12:45,5.3,0.00,60,0.0,0.0,8.7,265
2025-02-11T13:00,5.2,0.00,59,0.0,0.0,9.0,265
2025-02-11T13:15,5.1,0.00,58,0.0,0.0,9.4,266
2025-02-11T13:30,5.0,0.00,56,0.0,0.0,9.7,266
2025-02-11T13:45,4.9,0.00,55,0.0,0.0,10.1,266
2025-02-11T14:00,4.9,0.00,54,0.0,0.0,10.5,266
2025-02-11T14:15,4.8,0.00,54,0.0,0.0,10.5,266
2025-02-11T14:30,4.8,0.00,54,0.0,0.0,10.8,268
2025-02-11T14:45,4.8,0.00,55,0.0,0.0,10.8,270
2025-02-11T15:00,4.8,0.00,55,0.0,0.0,10.8,272
2025-02-11T15:15,4.8,0.00,55,0.0,0.0,10.8,274
2025-02-11T15:30,4.8,0.00,55,0.0,0.0,11.3,277
2025-02-11T15:45,4.8,0.00,54,0.0,0.0,11.3,279
2025-02-11T16:00,4.8,0.00,53,0.0,0.0,11.7,281
2025-02-11T16:15,4.9,0.00,52,0.0,0.0,11.8,282
2025-02-11T16:30,4.9,0.00,50,0.0,0.0,12.1,282
2025-02-11T16:45,5.0,0.00,47,0.0,0.0,12.1,282
2025-02-11T17:00,5.1,0.00,45,0.0,0.0,12.6,283
2025-02-11T17:15,5.2,0.00,42,0.0,0.0,13.5,286
2025-02-11T17:30,5.4,0.00,39,0.0,0.0,14.5,289
2025-02-11T17:45,5.6,0.00,36,0.0,0.0,16.0,293
2025-02-11T18:00,5.7,0.00,33,0.0,0.0,16.9,294
2025-02-11T18:15,5.7,0.00,31,0.0,0.0,17.7,294
2025-02-11T18:30,5.6,0.00,30,0.0,0.0,18.2,295
2025-02-11T18:45,5.4,0.00,28,0.0,0.0,18.7,295
2025-02-11T19:00,5.3,0.00,27,0.0,0.0,19.2,296
2025-02-11T19:15,5.2,0.00,25,0.0,0.0,20.0,298
2025-02-11T19:30,5.1,0.00,24,0.0,0.0,21.1,300
2025-02-11T19:45,5.0,0.00,22,0.0,0.0,22.0,302
2025-02-11T20:00,4.9,0.00,21,0.0,0.0,22.9,303
2025-02-11T20:15,4.7,0.00,20,0.0,0.0,23.3,305
2025-02-11T20:30,4.6,0.00,19,0.0,0.0,23.4,307
2025-02-11T20:45,4.4,0.00,18,0.0,0.0,23.3,308
2025-02-11T21:00,4.3,0.00,17,0.0,0.0,23.1,309
2025-02-11T21:15,4.1,0.00,17,0.0,0.0,23.1,309
2025-02-11T21:30,3.9,0.00,16,0.0,0.0,22.5,309
2025-02-11T21:45,3.7,0.00,16,0.0,0.0,22.1,307
2025-02-11T22:00,3.6,0.00,16,0.0,0.0,21.9,306
2025-02-11T22:15,3.4,0.00,16,0.0,0.0,21.5,305
2025-02-11T22:30,3.3,0.00,16,0.0,0.0,21.1,303
2025-02-11T22:45,3.2,0.00,16,0.0,0.0,20.7,301
2025-02-11T23:00,3.2,0.00,16,0.0,0.0,20.3,300
2025-02-11T23:15,3.4,0.00,15,0.0,0.0,20.5,298
2025-02-11T23:30,3.6,0.00,14,0.0,0.0,20.8,298
2025-02-11T23:45,3.9,0.00,13,9.0,14.0,21.1,297
2025-02-12T00:00,4.1,0.00,12,23.0,28.9,21.7,297
2025-02-12T00:15,4.2,0.00,12,45.0,52.5,22.4,296
2025-02-12T00:30,4.3,0.00,11,71.0,79.6,23.0,295
2025-02-12T00:45,4.3,0.00,11,99.0,108.4,24.2,295
2025-02-12T01:00,4.3,0.00,11,123.0,132.5,25.0,295
2025-02-12T01:15,4.4,0.00,11,148.0,157.4,25.9,295
2025-02-12T01:30,4.6,0.00,10,172.0,181.3,27.4,297
2025-02-12T01:45,4.7,0.00,9,199.0,208.1,28.5,298
2025-02-12T02:00,4.8,0.00,9,230.0,239.1,29.7,299
2025-02-12T02:15,5.0,0.00,9,260.0,268.8,30.3,300
2025-02-12T02:30,5.1,0.00,9,288.0,296.4,31.0,301
2025-02-12T02:45,5.3,0.00,9,309.0,316.7,31.7,302
2025-02-12T03:00,5.4,0.00,9,320.0,326.8,31.9,302
2025-02-12T03:15,5.6,0.00,9,326.0,331.8,32.1,303
2025-02-12T03:30,5.7,0.00,9,336.0,340.9,31.8,303
2025-02-12T03:45,5.8,0.00,9,358.0,362.2,32.0,304
2025-02-12T04:00,5.9,0.00,9,388.0,391.4,31.7,304
2025-02-12T04:15,6.1,0.00,9,425.0,427.6,31.7,304
2025-02-12T04:30,6.3,0.00,9,463.0,464.6,31.6,305
2025-02-12T04:45,6.4,0.00,9,498.0,498.4,31.6,305
2025-02-12T05:00,6.6,0.00,9,534.0,533.1,31.3,305
2025-02-12T05:15,6.8,0.00,9,568.0,565.6,30.9,306
2025-02-12T05:30,7.0,0.00,9,592.0,587.9,30.3,307
2025-02-12T05:45,7.2,0.00,9,605.0,599.2,29.7,309
2025-02-12T06:00,7.4,0.00,9,609.0,601.4,29.1,310
2025-02-12T06:15,7.6,0.00,9,602.0,592.7,28.6,310
2025-02-12T06:30,7.7,0.00,9,588.0,577.1,28.4,309
2025-02-12T06:45,7.8,0.00,9,566.0,553.5,27.7,309
2025-02-12T07:00,7.9,0.00,9,537.0,523.2,27.4,308
2025-02-12T07:15,7.9,0.00,9,503.0,487.9,26.9,308
2025-02-12T07:30,7.9,0.00,9,463.0,446.9,26.9,308
2025-02-12T07:45,7.9,0.00,9,422.0,405.0,26.4,308
2025-02-12T08:00,7.8,0.00,9,377.0,359.4,26.1,308
2025-02-12T08:15,7.7,0.00,9,331.0,312.9,25.9,309
2025-02-12T08:30,7.6,0.00,9,282.0,263.8,25.4,309
2025-02-12T08:45,7.5,0.00,10,234.0,215.9,24.9,309
2025-02-12T09:00,7.3,0.00,10,188.0,170.1,24.3,308
2025-02-12T09:15,7.1,0.00,10,143.0,125.6,23.6,308
2025-02-12T09:30,6.8,0.00,11,98.0,81.8,22.4,307
2025-02-12T09:45,6.6,0.00,11,54.0,40.3,21.5,305
2025-02-12T10:00,6.3,0.00,12,19.0,9.0,20.3,303
2025-02-12T10:15,6.0,0.00,13,1.0,0.0,18.9,301
2025-02-12T10:30,5.7,0.00,14,0.0,0.0,17.6,298
2025-02-12T10:45,5.4,0.00,14,0.0,0.0,16.5,293
2025-02-12T11:00,5.1,0.00,15,0.0,0.0,15.4,291
2025-02-12T11:15,4.9,0.00,15,0.0,0.0,14.8,288
2025-02-12T11:30,4.6,0.00,15,0.0,0.0,14.2,286
2025-02-12T11:45,4.4,0.00,15,0.0,0.0,13.8,285
2025-02-12T12:00,4.2,0.00,15,0.0,0.0,13.4,284
2025-02-12T12:15,4.0,0.00,16,0.0,0.0,12.5,282
2025-02-12T12:30,3.9,0.00,16,0.0,0.0,11.3,279
2025-02-12T12:45,3.7,0.00,17,0.0,0.0,10.2,278
2025-02-12T13:00,3.5,0.00,18,0.0,0.0,9.4,274
2025-02-12T13:15,3.3,0.00,19,0.0,0.0,8.6,272
2025-02-12T13:30,3.0,0.00,20,0.0,0.0,8.3,268
2025-02-12T13:45,2.7,0.00,20,0.0,0.0,8.0,265
2025-02-12T14:00,2.5,0.00,21,0.0,0.0,7.6,262
2025-02-12T14:15,2.3,0.00,22,0.0,0.0,7.3,259
2025-02-12T14:30,2.2,0.00,23,0.0,0.0,7.1,255
2025-02-12T14:45,2.1,0.00,23,0.0,0.0,7.2,252
2025-02-12T15:00,1.9,0.00,24,0.0,0.0,6.8,252
2025-02-12T15:15,1.7,0.00,25,0.0,0.0,6.5,251
2025-02-12T15:30,1.5,0.00,25,0.0,0.0,6.5,251
2025-02-12T15:45,1.3,0.00,26,0.0,0.0,6.2,249
2025-02-12T16:00,1.1,0.00,27,0.0,0.0,6.2,249
2025-02-12T16:15,0.9,0.00,28,0.0,0.0,6.2,249
2025-02-12T16:30,0.7,0.00,29,0.0,0.0,6.0,253
2025-02-12T16:45,0.5,0.00,30,0.0,0.0,5.9,256
2025-02-12T17:00,0.3,0.00,31,0.0,0.0,5.9,256
2025-02-12T17:15,0.1,0.00,31,0.0,0.0,5.9,256
2025-02-12T17:30,-0.0,0.00,31,0.0,0.0,5.9,259
2025-02-12T17:45,-0.2,0.00,31,0.0,0.0,5.9,259
2025-02-12T18:00,-0.4,0.00,31,0.0,0.0,5.9,259
2025-02-12T18:15,-0.5,0.00,32,0.0,0.0,5.9,259
2025-02-12T18:30,-0.7,0.00,32,0.0,0.0,5.9,259
2025-02-12T18:45,-0.8,0.00,33,0.0,0.0,5.9,259
2025-02-12T19:00,-0.9,0.00,34,0.0,0.0,5.9,259
2025-02-12T19:15,-1.0,0.00,35,0.0,0.0,5.9,259
2025-02-12T19:30,-1.2,0.00,35,0.0,0.0,5.9,259
2025-02-12T19:45,-1.3,0.00,36,0.0,0.0,5.8,263
2025-02-12T20:00,-1.4,0.00,36,0.0,0.0,5.8,263
2025-02-12T20:15,-1.5,0.00,37,0.0,0.0,5.8,263
2025-02-12T20:30,-1.6,0.00,37,0.0,0.0,5.8,263
2025-02-12T20:45,-1.7,0.00,38,0.0,0.0,5.8,263
2025-02-12T21:00,-1.7,0.00,38,0.0,0.0,5.8,263
2025-02-12T21:15,-1.8,0.00,39,0.0,0.0,5.8,263
2025-02-12T21:30,-1.8,0.00,39,0.0,0.0,5.8,263
2025-02-12T21:45,-1.9,0.00,40,0.0,0.0,5.5,259
2025-02-12T22:00,-1.9,0.00,40,0.0,0.0,5.5,259
2025-02-12T22:15,-2.0,0.00,41,0.0,0.0,5.6,255
2025-02-12T22:30,-2.1,0.00,41,0.0,0.0,5.6,255
2025-02-12T22:45,-2.2,0.00,42,0.0,0.0,5.7,252
2025-02-12T23:00,-2.3,0.00,42,0.0,0.0,5.7,252
2025-02-12T23:15,-2.3,0.00,41,0.0,0.0,5.7,252
2025-02-12T23:30,-2.3,0.00,40,1.0,5.0,5.9,256
2025-02-12T23:45,-2.2,0.00,38,16.0,24.2,6.2,260
2025-02-13T00:00,-2.1,0.00,37,46.0,57.5,6.2,260
2025-02-13T00:15,-1.9,0.00,37,87.0,101.2,6.2,260
2025-02-13T00:30,-1.6,0.00,37,139.0,155.6,6.2,260
2025-02-13T00:45,-1.2,0.00,37,189.0,206.7,5.9,259
2025-02-13T01:00,-0.6,0.00,36,233.0,250.7,5.9,256
2025-02-13T01:15,0.2,0.00,34,273.0,290.3,5.7,252
2025-02-13T01:30,1.2,0.00,32,312.0,328.7,5.3,242
2025-02-13T01:45,2.2,0.00,29,354.0,370.1,5.2,236
2025-02-13T02:00,3.1,0.00,27,397.0,412.5,5.9,232
2025-02-13T02:15,3.8,0.00,25,440.0,454.8,7.2,233
2025-02-13T02:30,4.5,0.00,23,481.0,494.9,9.1,236
2025-02-13T02:45,5.0,0.00,21,520.0,532.9,10.8,240
2025-02-13T03:00,5.6,0.00,20,558.0,569.8,12.2,242
2025-02-13T03:15,6.1,0.00,19,591.0,601.4,13.2,244
2025-02-13T03:30,6.6,0.00,19,622.0,631.0,13.9,249
2025-02-13T03:45,7.0,0.00,18,648.0,655.5,14.5,251
2025-02-13T04:00,7.5,0.00,18,671.0,676.9,14.9,255
2025-02-13T04:15,7.9,0.00,17,690.0,694.2,15.1,258
2025-02-13T04:30,8.3,0.00,16,703.0,705.4,15.0,260
2025-02-13T04:45,8.7,0.00,16,710.0,710.6,14.9,263
2025-02-13T05:00,9.1,0.00,15,711.0,709.8,14.5,264
2025-02-13T05:15,9.7,0.00,15,707.0,704.0,13.7,265
2025-02-13T05:30,10.3,0.00,14,698.0,693.2,12.6,265
2025-02-13T05:45,11.0,0.00,14,684.0,677.5,11.2,264
2025-02-13T06:00,11.4,0.00,14,665.0,656.8,10.5,264
2025-02-13T06:15,11.7,0.00,14,641.0,631.2,10.1,264
2025-02-13T06:30,11.8,0.00,14,614.0,602.7,10.1,264
2025-02-13T06:45,11.9,0.00,14,584.0,571.2,10.1,264
2025-02-13T07:00,12.0,0.00,14,551.0,536.9,10.1,264
2025-02-13T07:15,12.1,0.00,14,515.0,499.7,9.8,264
2025-02-13T07:30,12.1,0.00,14,474.0,457.7,9.4,263
2025-02-13T07:45,12.2,0.00,14,428.0,410.9,9.1,263
2025-02-13T08:00,12.2,0.00,14,377.0,359.5,8.7,263
2025-02-13T08:15,12.1,0.00,14,324.0,306.5,8.7,263
2025-02-13T08:30,12.1,0.00,14,273.0,255.6,8.7,263
2025-02-13T08:45,12.0,0.00,15,222.0,205.0,8.4,263
2025-02-13T09:00,11.8,0.00,15,177.0,160.4,8.0,262
2025-02-13T09:15,11.6,0.00,16,133.0,117.1,7.3,259
2025-02-13T09:30,11.4,0.00,17,91.0,76.3,6.2,249
2025-02-13T09:45,11.1,0.00,18,51.0,38.5,5.5,238
2025-02-13T10:00,10.7,0.00,19,18.0,9.1,5.1,225
2025-02-13T10:15,10.3,0.00,20,1.0,0.0,4.9,216
2025-02-13T10:30,9.8,0.00,22,0.0,0.0,4.8,207
2025-02-13T10:45,9.2,0.00,24,0.0,0.0,4.7,203
2025-02-13T11:00,8.7,0.00,25,0.0,0.0,4.7,203
2025-02-13T11:15,8.1,0.00,26,0.0,0.0,4.5,209
2025-02-13T11:30,7.5,0.00,27,0.0,0.0,4.1,218
2025-02-13T11:45,6.8,0.00,28,0.0,0.0,4.3,228
2025-02-13T12:00,6.3,0.00,29,0.0,0.0,4.2,239
2025-02-13T12:15,5.8,0.00,31,0.0,0.0,4.3,246
2025-02-13T12:30,5.3,0.00,34,0.0,0.0,4.5,256
2025-02-13T12:45,4.8,0.00,36,0.0,0.0,4.7,261
2025-02-13T13:00,4.4,0.00,39,0.0,0.0,5.1,266
2025-02-13T13:15,3.9,0.00,42,0.0,0.0,5.0,270
2025-02-13T13:30,3.5,0.00,45,0.0,0.0,5.4,270
2025-02-13T13:45,3.0,0.00,48,0.0,0.0,5.4,270
2025-02-13T14:00,2.7,0.00,50,0.0,0.0,5.4,270
2025-02-13T14:15,2.4,0.00,52,0.0,0.0,5.4,270
2025-02-13T14:30,2.2,0.00,53,0.0,0.0,5.4,270
2025-02-13T14:45,2.0,0.00,53,0.0,0.0,5.4,270
2025-02-13T15:00,1.8,0.00,54,0.0,0.0,5.4,270
2025-02-13T15:15,1.6,0.00,54,0.0,0.0,5.4,270
2025-02-13T15:30,1.5,0.00,55,0.0,0.0,5.0,270
2025-02-13T15:45,1.3,0.00,55,0.0,0.0,5.1,274
2025-02-13T16:00,1.1,0.00,55,0.0,0.0,5.1,274
2025-02-13T16:15,1.0,0.00,55,0.0,0.0,5.1,274
2025-02-13T16:30,0.8,0.00,55,0.0,0.0,5.1,278
2025-02-13T16:45,0.7,0.00,55,0.0,0.0,5.4,278
2025-02-13T17:00,0.6,0.00,55,0.0,0.0,5.4,278
2025-02-13T17:15,0.7,0.00,54,0.0,0.0,5.4,278
2025-02-13T17:30,0.8,0.00,54,0.0,0.0,5.5,281
2025-02-13T17:45,0.9,0.00,53,0.0,0.0,5.2,282
2025-02-13T18:00,1.0,0.00,52,0.0,0.0,5.2,282
2025-02-13T18:15,0.9,0.00,52,0.0,0.0,5.2,282
2025-02-13T18:30,0.8,0.00,51,0.0,0.0,5.1,278
2025-02-13T18:45,0.7,0.00,51,0.0,0.0,5.4,274
2025-02-13T19:00,0.6,0.00,51,0.0,0.0,5.4,274
2025-02-13T19:15,0.5,0.00,51,0.0,0.0,5.4,274
2025-02-13T19:30,0.5,0.00,50,0.0,0.0,5.4,274
2025-02-13T19:45,0.4,0.00,50,0.0,0.0,5.4,278
2025-02-13T20:00,0.3,0.00,49,0.0,0.0,5.4,278
2025-02-13T20:15,0.2,0.00,49,0.0,0.0,5.4,278
2025-02-13T20:30,0.2,0.00,48,0.0,0.0,5.4,278
2025-02-13T20:45,0.1,0.00,48,0.0,0.0,5.4,274
2025-02-13T21:00,-0.0,0.00,47,0.0,0.0,5.4,274
2025-02-13T21:15,-0.1,0.00,47,0.0,0.0,5.4,274
2025-02-13T21:30,-0.2,0.00,46,0.0,0.0,5.8,270
2025-02-13T21:45,-0.3,0.00,46,0.0,0.0,5.8,266
2025-02-13T22:00,-0.4,0.00,45,0.0,0.0,5.8,266
2025-02-13T22:15,-0.4,0.00,44,0.0,0.0,5.8,266
2025-02-13T22:30,-0.4,0.00,44,0.0,0.0,5.8,266
2025-02-13T22:45,-0.4,0.00,43,0.0,0.0,5.4,266
2025-02-13T23:00,-0.4,0.00,42,0.0,0.0,5.4,266
2025-02-13T23:15,-0.4,0.00,40,0.0,0.0,5.4,266
2025-02-13T23:30,-0.3,0.00,38,2.0,8.4,5.4,270
2025-02-13T23:45,-0.3,0.00,36,19.0,28.1,5.8,270
2025-02-14T00:00,-0.1,0.00,35,49.0,60.8,5.8,270
2025-02-14T00:15,0.1,0.00,34,92.0,106.6,5.8,270
2025-02-14T00:30,0.3,0.00,34,147.0,164.3,5.8,270
2025-02-14T00:45,0.7,0.00,34,201.0,219.5,5.8,266
2025-02-14T01:00,1.4,0.00,33,253.0,272.0,5.8,266
2025-02-14T01:15,2.4,0.00,32,303.0,321.9,5.4,266
2025-02-14T01:30,3.6,0.00,30,351.0,369.6,5.1,262
2025-02-14T01:45,4.9,0.00,28,399.0,417.0,4.7,261
2025-02-14T02:00,6.1,0.00,26,445.0,462.3,4.8,257
2025-02-14T02:15,7.1,0.00,23,488.0,504.3,5.9,256
2025-02-14T02:30,8.0,0.00,20,527.0,542.2,7.4,256
2025-02-14T02:45,8.8,0.00,16,563.0,576.9,8.9,256
2025-02-14T03:00,9.5,0.00,14,592.0,604.4,10.3,258
2025-02-14T03:15,10.2,0.00,13,616.0,626.8,11.3,263
2025-02-14T03:30,10.7,0.00,12,635.0,644.2,11.9,270
2025-02-14T03:45,11.1,0.00,12,648.0,655.5,12.7,277
2025-02-14T04:00,11.6,0.00,12,652.0,657.7,13.2,281
2025-02-14T04:15,12.0,0.00,11,652.0,655.9,13.5,286
2025-02-14T04:30,12.4,0.00,10,648.0,650.2,13.8,290
2025-02-14T04:45,12.7,0.00,10,641.0,641.6,14.0,293
2025-02-14T05:00,13.0,0.00,9,630.0,628.9,14.0,296
2025-02-14T05:15,13.3,0.00,9,616.0,613.4,13.8,298
2025-02-14T05:30,13.6,0.00,9,602.0,597.9,14.0,299
2025-02-14T05:45,13.8,0.00,9,591.0,585.4,13.7,300
2025-02-14T06:00,14.0,0.00,9,587.0,579.8,13.6,302
2025-02-14T06:15,14.2,0.00,9,581.0,572.1,13.5,304
2025-02-14T06:30,14.4,0.00,9,566.0,555.6,13.2,305
2025-02-14T06:45,14.5,0.00,9,536.0,524.3,13.4,306
2025-02-14T07:00,14.6,0.00,9,492.0,479.5,13.1,307
2025-02-14T07:15,14.6,0.00,9,442.0,428.9,12.9,306
2025-02-14T07:30,14.6,0.00,9,393.0,379.6,12.7,305
2025-02-14T07:45,14.5,0.00,10,347.0,333.3,12.5,303
2025-02-14T08:00,14.4,0.00,10,304.0,290.0,12.3,302
2025-02-14T08:15,14.2,0.00,10,262.0,248.0,12.3,302
2025-02-14T08:30,14.1,0.00,10,219.0,205.2,12.8,302
2025-02-14T08:45,13.9,0.00,11,176.0,162.7,12.8,302
2025-02-14T09:00,13.7,0.00,11,137.0,124.3,12.8,302
2025-02-14T09:15,13.4,0.00,12,99.0,87.4,12.6,301
2025-02-14T09:30,13.0,0.00,12,65.0,54.7,11.9,299
2025-02-14T09:45,12.6,0.00,13,37.0,28.2,11.1,295
2025-02-14T10:00,12.3,0.00,14,13.0,7.0,10.5,292
2025-02-14T10:15,11.9,0.00,15,1.0,0.0,9.9,289
2025-02-14T10:30,11.6,0.00,16,0.0,0.0,9.3,286
2025-02-14T10:45,11.2,0.00,18,0.0,0.0,8.8,282
2025-02-14T11:00,10.8,0.00,19,0.0,0.0,8.4,277
2025-02-14T11:15,10.4,0.00,20,0.0,0.0,7.9,273
2025-02-14T11:30,9.9,0.00,21,0.0,0.0,7.6,270
2025-02-14T11:45,9.4,0.00,22,0.0,0.0,7.2,264
2025-02-14T12:00,9.0,0.00,23,0.0,0.0,6.9,261
2025-02-14T12:15,8.8,0.00,23,0.0,0.0,7.0,258
2025-02-14T12:30,8.7,0.00,24,0.0,0.0,6.6,257
2025-02-14T12:45,8.6,0.00,24,0.0,0.0,6.7,254
2025-02-14T13:00,8.4,0.00,24,0.0,0.0,6.7,254
2025-02-14T13:15,8.2,0.00,24,0.0,0.0,6.7,254
2025-02-14T13:30,8.0,0.00,25,0.0,0.0,6.7,254
2025-02-14T13:45,7.8,0.00,26,0.0,0.0,6.7,254
2025-02-14T14:00,7.6,0.00,26,0.0,0.0,6.7,254
2025-02-14T14:15,7.4,0.00,26,0.0,0.0,6.7,254
2025-02-14T14:30,7.2,0.00,27,0.0,0.0,7.0,258
2025-02-14T14:45,7.0,0.00,27,0.0,0.0,7.3,261
2025-02-14T15:00,6.9,0.00,27,0.0,0.0,7.3,261
2025-02-14T15:15,6.7,0.00,27,0.0,0.0,7.3,261
2025-02-14T15:30,6.6,0.00,28,0.0,0.0,7.3,259
2025-02-14T15:45,6.5,0.00,28,0.0,0.0,7.1,255
2025-02-14T16:00,6.4,0.00,28,0.0,0.0,7.1,255
2025-02-14T16:15,6.3,0.00,28,0.0,0.0,7.1,255
2025-02-14T16:30,6.1,0.00,28,0.0,0.0,7.1,255
2025-02-14T16:45,6.0,0.00,28,0.0,0.0,7.0,258
2025-02-14T17:00,5.9,0.00,28,0.0,0.0,7.0,258
2025-02-14T17:15,6.0,0.00,27,0.0,0.0,7.0,258
2025-02-14T17:30,6.1,0.00,26,0.0,0.0,7.3,259
2025-02-14T17:45,6.2,0.00,25,0.0,0.0,7.7,259
