time,total_active_kw,total_daily_pv_kwh,total_daily_kwh,mean_inner_temp,status_ok
2025-01-04 16:15:00,569.7439999999999,0.0,21225.65,24.373287671232877,1
2025-01-04 16:30:00,585.72,0.0,21372.879999999997,23.940753424657533,1
2025-01-04 16:45:00,409.369,0.0,21489.899999999998,23.46678082191781,1
2025-01-04 17:00:00,271.86699999999996,0.0,21574.05,22.98458904109589,1
2025-01-04 17:15:00,87.4,0.0,21619.06,22.53458904109589,1
2025-01-04 17:30:00,0.0,0.0,21629.190000000002,21.992465753424657,0
2025-01-04 17:45:00,0.0,0.0,21629.769999999997,20.22157534246575,0
2025-01-04 18:00:00,0.0,0.0,21629.769999999997,16.308561643835617,0
2025-01-04 18:15:00,0.0,0.0,11551.45,15.070238095238096,0
2025-01-04 18:30:00,0.0,0.0,3768.92,17.942666666666668,0
2025-01-04 18:45:00,0.0,0.0,3768.92,17.345333333333336,0
2025-01-04 19:00:00,0.0,0.0,3768.92,16.794666666666664,0
2025-01-04 19:15:00,0.0,0.0,3768.92,16.28,0
2025-01-04 19:30:00,0.0,0.0,3768.92,15.813333333333333,0
2025-01-04 19:45:00,0.0,0.0,3768.92,15.363999999999999,0
2025-01-04 20:00:00,0.0,0.0,3768.92,14.952000000000002,0
2025-01-04 20:15:00,0.0,0.0,3768.92,14.558666666666667,0
2025-01-04 20:30:00,0.0,0.0,3797.74,14.025,0
2025-01-04 20:45:00,0.0,0.0,3797.74,13.671052631578947,0
